"distance.1","instensity.1","distance.A03_R2A_EVO","instensity.A03_R2A_EVO","distance.A03_R2A_T0","instensity.A03_R2A_T0","distance.A03_R2B_EVO","instensity.A03_R2B_EVO","distance.A03_R2B_T0","instensity.A03_R2B_T0","distance.A03_R2C_EVO","instensity.A03_R2C_EVO","distance.A03_R2C_T0","instensity.A03_R2C_T0","distance.A03_R3A_EVO","instensity.A03_R3A_EVO","distance.A03_R3A_T0","instensity.A03_R3A_T0","distance.A03_R3B_EVO","instensity.A03_R3B_EVO","distance.A03_R3B_T0","instensity.A03_R3B_T0","distance.A03_R3C_EVO","instensity.A03_R3C_EVO","distance.A03_R3C_T0","instensity.A03_R3C_T0","distance.A03_R4A_EVO","instensity.A03_R4A_EVO","distance.A03_R4B_EVO","instensity.A03_R4B_EVO","distance.A03_R4C_EVO","instensity.A03_R4C_EVO","distance.A03_R7A_T0","instensity.A03_R7A_T0","distance.A03_R7B_T0","instensity.A03_R7B_T0","distance.A03_R7C_T0","instensity.A03_R7C_T0","distance.A03_R8A_EVO","instensity.A03_R8A_EVO","distance.A03_R8A_T0","instensity.A03_R8A_T0","distance.A03_R8B_EVO","instensity.A03_R8B_EVO","distance.A03_R8B_T0","instensity.A03_R8B_T0","distance.A03_R8C_EVO","instensity.A03_R8C_EVO","distance.A03_R8C_T0","instensity.A03_R8C_T0","distance.A04_R3A_T0","instensity.A04_R3A_T0","distance.A04_R3B_T0","instensity.A04_R3B_T0","distance.A04_R3C_T0","instensity.A04_R3C_T0","distance.A04_R5A_T0","instensity.A04_R5A_T0","distance.A04_R5B_T0","instensity.A04_R5B_T0","distance.A04_R5C_T0","instensity.A04_R5C_T0","distance.A04_R6A_EVO","instensity.A04_R6A_EVO","distance.A04_R6A_T0","instensity.A04_R6A_T0","distance.A04_R6B_EVO","instensity.A04_R6B_EVO","distance.A04_R6B_T0","instensity.A04_R6B_T0","distance.A04_R6C_EVO","instensity.A04_R6C_EVO","distance.A04_R6C_T0","instensity.A04_R6C_T0","distance.A04_R7A_EVO","instensity.A04_R7A_EVO","distance.A04_R7A_T0","instensity.A04_R7A_T0","distance.A04_R7B_EVO","instensity.A04_R7B_EVO","distance.A04_R7B_T0","instensity.A04_R7B_T0","distance.A04_R7C_EVO","instensity.A04_R7C_EVO","distance.A04_R7C_T0","instensity.A04_R7C_T0","distance.A04_R8A_EVO","instensity.A04_R8A_EVO","distance.A04_R8B_EVO","instensity.A04_R8B_EVO","distance.A04_R8C_EVO","instensity.A04_R8C_EVO","distance.A04_R9A_EVO","instensity.A04_R9A_EVO","distance.A04_R9B_EVO","instensity.A04_R9B_EVO","distance.A04_R9C_EVO","instensity.A04_R9C_EVO","distance.A08_R10A_T0","instensity.A08_R10A_T0","distance.A08_R10B_T0","instensity.A08_R10B_T0","distance.A08_R10C_T0","instensity.A08_R10C_T0","distance.A08_R3A_EVO","instensity.A08_R3A_EVO","distance.A08_R3B_EVO","instensity.A08_R3B_EVO","distance.A08_R3C_EVO","instensity.A08_R3C_EVO","distance.A08_R4A_EVO","instensity.A08_R4A_EVO","distance.A08_R4B_EVO","instensity.A08_R4B_EVO","distance.A08_R4C_EVO","instensity.A08_R4C_EVO","distance.A08_R7A_EVO","instensity.A08_R7A_EVO","distance.A08_R7A_T0","instensity.A08_R7A_T0","distance.A08_R7B_EVO","instensity.A08_R7B_EVO","distance.A08_R7B_T0","instensity.A08_R7B_T0","distance.A08_R7C_EVO","instensity.A08_R7C_EVO","distance.A08_R7C_T0","instensity.A08_R7C_T0","distance.A08_R8A_EVO","instensity.A08_R8A_EVO","distance.A08_R8A_T0","instensity.A08_R8A_T0","distance.A08_R8B_EVO","instensity.A08_R8B_EVO","distance.A08_R8B_T0","instensity.A08_R8B_T0","distance.A08_R8C_EVO","instensity.A08_R8C_EVO","distance.A08_R8C_T0","instensity.A08_R8C_T0","distance.A08_R9A_T0","instensity.A08_R9A_T0","distance.A08_R9B_T0","instensity.A08_R9B_T0","distance.A08_R9C_T0","instensity.A08_R9C_T0","distance.A18_R1A_EVO","instensity.A18_R1A_EVO","distance.A18_R1B_EVO","instensity.A18_R1B_EVO","distance.A18_R1C_EVO","instensity.A18_R1C_EVO","distance.A18_R2A_EVO","instensity.A18_R2A_EVO","distance.A18_R2B_EVO","instensity.A18_R2B_EVO","distance.A18_R2C_EVO","instensity.A18_R2C_EVO","distance.A18_R3A_EVO","instensity.A18_R3A_EVO","distance.A18_R3B_EVO","instensity.A18_R3B_EVO","distance.A18_R3C_EVO","instensity.A18_R3C_EVO","distance.A18_R4A_EVO","instensity.A18_R4A_EVO","distance.A18_R4A_T0","instensity.A18_R4A_T0","distance.A18_R4B_EVO","instensity.A18_R4B_EVO","distance.A18_R4B_T0","instensity.A18_R4B_T0","distance.A18_R4C_EVO","instensity.A18_R4C_EVO","distance.A18_R4C_T0","instensity.A18_R4C_T0","distance.A18_R5A_T0","instensity.A18_R5A_T0","distance.A18_R5B_T0","instensity.A18_R5B_T0","distance.A18_R5C_T0","instensity.A18_R5C_T0","distance.A18_R7A_T0","instensity.A18_R7A_T0","distance.A18_R7B_T0","instensity.A18_R7B_T0","distance.A18_R7C_T0","instensity.A18_R7C_T0","distance.A18_R8A_T0","instensity.A18_R8A_T0","distance.A18_R8B_T0","instensity.A18_R8B_T0","distance.A18_R8C_T0","instensity.A18_R8C_T0"
23.47,5.972,23.417,135.75,23.417,171.236,23.578,91.167,23.578,161.611,23.417,119.056,23.524,136.167,23.578,114.931,23.578,148.25,23.47,114.306,23.632,145.181,23.524,133.819,23.632,127.042,23.47,89.5,23.364,110.333,23.258,134,23.47,151.167,23.417,129.653,23.524,130.458,23.47,82.722,23.578,119.736,23.47,98.792,23.47,125.083,23.524,67.278,23.47,151,23.47,147.667,23.524,147.528,23.47,170.389,23.524,142.639,23.632,159.333,23.578,135.111,23.47,134,23.578,120.528,23.417,145.097,23.524,149.125,23.524,137.681,23.47,166.347,23.417,152.139,23.417,143.472,23.524,156.042,23.47,172.889,23.417,137.903,23.47,164.222,23.632,136.292,23.578,145.278,23.524,137.917,23.364,151.417,23.47,117.5,23.417,140.889,23.47,153.097,23.524,146.736,23.417,166.056,23.524,92,23.47,131.181,23.417,145.875,23.47,132.917,23.47,147.861,23.364,130.847,23.524,111.403,23.364,167.431,23.524,119.931,23.524,135.389,23.47,111.5,23.524,163.042,23.417,153.806,23.524,163.583,23.524,128.639,23.524,138.222,23.417,139.222,23.47,136.944,23.524,151.778,23.417,122,23.524,150.125,23.578,147.681,23.417,159.319,23.524,151.708,23.524,122.125,23.47,152.708,23.47,108.028,23.524,118.528,23.47,142.528,23.578,139.986,23.524,161.861,23.524,115.583,23.578,139.083,23.47,142.778,23.578,161.639,23.524,132.403,23.417,155.278,23.47,137.736,23.524,147.153,23.47,124.417,23.364,152.25,23.47,133.861,23.47,132.917,23.47,146,23.524,133.194
23.562,6.222,23.508,113.833,23.508,164.917,23.67,90.431,23.67,159.264,23.508,125.681,23.616,138.958,23.67,114.569,23.67,162.181,23.562,125.736,23.724,141.778,23.616,132.653,23.724,132.792,23.562,97.806,23.455,117.5,23.348,132.25,23.562,149.083,23.508,136,23.616,131.958,23.562,83.5,23.67,115.861,23.562,101.389,23.562,131.167,23.616,68.931,23.562,151.903,23.562,148.556,23.616,153.431,23.562,171.486,23.616,144.056,23.724,157.111,23.67,138.417,23.562,139.486,23.67,115.514,23.508,149.194,23.616,141.653,23.616,143.361,23.562,166.708,23.508,152.111,23.508,141.806,23.616,162.403,23.562,176.069,23.508,138.236,23.562,164.431,23.724,145.778,23.67,132.472,23.616,130.472,23.455,147.681,23.562,111.056,23.508,141.306,23.562,157.819,23.616,141.653,23.508,163.819,23.616,88.056,23.562,128.444,23.508,146.083,23.562,125.181,23.562,156.792,23.455,134.472,23.616,118.111,23.455,173.528,23.616,113.875,23.616,143.931,23.562,125.306,23.616,159.306,23.508,146.333,23.616,162.181,23.616,125.653,23.616,134.292,23.508,150.556,23.562,141.028,23.616,149.458,23.508,122.583,23.616,151.444,23.67,146.167,23.508,160.847,23.616,152.722,23.616,117.167,23.562,164.5,23.562,110.625,23.616,121.764,23.562,153.319,23.67,150.806,23.616,159.583,23.616,116.861,23.67,133.514,23.562,139.542,23.67,161.125,23.616,138.125,23.508,146.708,23.562,130.444,23.616,136.458,23.562,125.819,23.455,139.194,23.562,132.736,23.562,136.944,23.562,143.097,23.616,144.806
23.653,6.361,23.599,99.681,23.599,153.542,23.761,85.431,23.761,158.125,23.599,134.236,23.707,142.708,23.761,121.333,23.761,172.389,23.653,129.069,23.816,135.792,23.707,137.917,23.816,144.625,23.653,94.625,23.545,121.792,23.439,135.931,23.653,131.167,23.599,139.875,23.707,123.819,23.653,85.931,23.761,128.042,23.653,109.542,23.653,135.861,23.707,76.111,23.653,146.958,23.653,152.014,23.707,158.736,23.653,177.833,23.707,148.361,23.816,160.875,23.761,144.194,23.653,140.861,23.761,119.431,23.599,155.875,23.707,139.028,23.707,144.014,23.653,165.861,23.599,146.736,23.599,143.944,23.707,165.722,23.653,174.319,23.599,136.264,23.653,164.361,23.816,151.347,23.761,120.875,23.707,116.139,23.545,143.333,23.653,106.278,23.599,151.292,23.653,154.417,23.707,136.528,23.599,159.208,23.707,97.431,23.653,131.319,23.599,143.097,23.653,123.028,23.653,164.764,23.545,143.75,23.707,117.806,23.545,189.944,23.707,105.764,23.707,148.014,23.653,136.472,23.707,154.75,23.599,140.986,23.707,154.056,23.707,136.306,23.707,128,23.599,156.556,23.653,144.792,23.707,154.139,23.599,122.875,23.707,147.125,23.761,145.5,23.599,161.792,23.707,161.806,23.707,115.847,23.653,167.917,23.653,114.972,23.707,132.681,23.653,166.028,23.761,147.681,23.707,158.639,23.707,117.972,23.761,123.556,23.653,134.042,23.761,163.208,23.707,139.667,23.599,137.181,23.653,133.167,23.707,127.069,23.653,132.167,23.545,128.806,23.653,131.208,23.653,141.653,23.653,138.472,23.707,153.139
23.744,8.417,23.69,108.625,23.69,143.25,23.853,84.014,23.853,156.819,23.69,139.653,23.799,147.958,23.853,126.708,23.853,163.667,23.744,132.347,23.908,133.222,23.799,143.764,23.908,151.167,23.744,88.347,23.636,122.222,23.529,136.083,23.744,125.819,23.69,142.333,23.799,118.014,23.744,85.194,23.853,143.014,23.744,120.111,23.744,135.056,23.799,87.889,23.744,141.028,23.744,154.931,23.799,167.028,23.744,175.847,23.799,147.875,23.908,159.958,23.853,141.111,23.744,134.444,23.853,131.375,23.69,158.889,23.799,147.542,23.799,136.514,23.744,161.389,23.69,143.986,23.69,147.097,23.799,162.028,23.744,161.681,23.69,140.417,23.744,157.792,23.908,148.639,23.853,116.792,23.799,111.931,23.636,146.875,23.744,111.028,23.69,158.375,23.744,156.528,23.799,139.736,23.69,154.792,23.799,111.972,23.744,135.667,23.69,136.139,23.744,117.069,23.744,161.014,23.636,156.542,23.799,110.833,23.636,194.361,23.799,107.25,23.799,151.292,23.744,132.722,23.799,148.778,23.69,139.778,23.799,140.486,23.799,143.569,23.799,133.083,23.69,157.069,23.744,145.653,23.799,158.986,23.69,121.056,23.799,143,23.853,152.139,23.69,162.208,23.799,158.167,23.799,115.903,23.744,163.597,23.744,114.736,23.799,142.194,23.744,158.625,23.853,144.25,23.799,153.361,23.799,123.181,23.853,114.514,23.744,126.958,23.853,149.556,23.799,138.639,23.69,127.097,23.744,130.125,23.799,125.056,23.744,139.069,23.636,128.653,23.744,133.111,23.744,142.042,23.744,135.333,23.799,157.333
23.836,8.556,23.781,128.417,23.781,142.347,23.945,82.139,23.945,154.056,23.781,132.986,23.89,152.153,23.945,121.639,23.945,153.542,23.836,130.097,24,138.903,23.89,139.569,24,143.972,23.836,87.208,23.727,128.153,23.62,131.542,23.836,134.25,23.781,137.917,23.89,118.639,23.836,91.528,23.945,153.403,23.836,118.819,23.836,133.083,23.89,95.833,23.836,139.597,23.836,152.083,23.89,164.333,23.836,169.875,23.89,149.583,24,157.417,23.945,140.264,23.836,124.208,23.945,135.764,23.781,155.139,23.89,154.042,23.89,132.444,23.836,160.222,23.781,143.458,23.781,153.389,23.89,152.306,23.836,150.347,23.781,142.25,23.836,155.097,24,141.306,23.945,119.542,23.89,113.5,23.727,154.944,23.836,115.111,23.781,157.486,23.836,152.25,23.89,149.639,23.781,154.847,23.89,111.528,23.836,138.819,23.781,123.986,23.836,115.431,23.836,148.042,23.727,157.403,23.89,105.333,23.727,198.611,23.89,105.306,23.89,160.597,23.836,121.819,23.89,146.139,23.781,145.819,23.89,126.75,23.89,150.347,23.89,140.75,23.781,149.069,23.836,147.167,23.89,158.056,23.781,130.653,23.89,147.319,23.945,162.25,23.781,167.514,23.89,151.722,23.89,110.819,23.836,158.639,23.836,110.694,23.89,150.083,23.836,154.569,23.945,146.25,23.89,142.681,23.89,121.333,23.945,120.306,23.836,121.625,23.945,141.389,23.89,142.569,23.781,116.972,23.836,124.792,23.89,126.847,23.836,145.667,23.727,128.764,23.836,129.972,23.836,130.722,23.836,134.681,23.89,143.75
23.927,8.111,23.872,141.653,23.872,140.917,24.037,85.833,24.037,148.167,23.872,133.681,23.982,140.389,24.037,118.611,24.037,141.833,23.927,126.028,24.092,147.556,23.982,130,24.092,145.75,23.927,80.944,23.818,123.278,23.71,126.444,23.927,145.931,23.872,136.403,23.982,121.639,23.927,98.014,24.037,157.417,23.927,112.153,23.927,137.333,23.982,98.25,23.927,139.111,23.927,151.903,23.982,158.542,23.927,164.056,23.982,158.806,24.092,163.167,24.037,148.486,23.927,118.5,24.037,142.25,23.872,152.042,23.982,162.722,23.982,137.403,23.927,159.625,23.872,143.972,23.872,151.597,23.982,144.653,23.927,155.708,23.872,142.986,23.927,148.292,24.092,136.625,24.037,125.486,23.982,117.556,23.818,152.986,23.927,111.153,23.872,151.25,23.927,154.306,23.982,152.542,23.872,152.861,23.982,106.667,23.927,150.972,23.872,120.097,23.927,116.472,23.927,132.778,23.818,146.556,23.982,101.153,23.818,194.431,23.982,102.056,23.982,167.417,23.927,117.917,23.982,143.361,23.872,148.625,23.982,120.125,23.982,149.833,23.982,144.069,23.872,147.708,23.927,143.139,23.982,157.167,23.872,137.861,23.982,153.708,24.037,160.278,23.872,171.431,23.982,155.083,23.982,112.944,23.927,144.125,23.927,125.458,23.982,150.375,23.927,158.5,24.037,139.5,23.982,141.625,23.982,117.25,24.037,135.111,23.927,117.333,24.037,151.278,23.982,143.847,23.872,115.611,23.927,124.347,23.982,127.708,23.927,149.056,23.818,129.792,23.927,128.111,23.927,122.319,23.927,141.125,23.982,134.083
24.018,7.264,23.964,147.194,23.964,143.75,24.128,101.972,24.128,136.056,23.964,145,24.073,135.903,24.128,112.306,24.128,141.931,24.018,125.778,24.184,157.542,24.073,118.389,24.184,149.153,24.018,77.5,23.909,119.486,23.801,126.347,24.018,153.75,23.964,139.931,24.073,129.806,24.018,94.222,24.128,158.403,24.018,108.861,24.018,138.472,24.073,101.139,24.018,137.431,24.018,148.028,24.073,157.222,24.018,161.458,24.073,162.764,24.184,159.236,24.128,152.972,24.018,119.375,24.128,147.125,23.964,154.056,24.073,166.389,24.073,139.722,24.018,160.389,23.964,152.542,23.964,151.361,24.073,147.653,24.018,162.042,23.964,142.458,24.018,141.681,24.184,130.236,24.128,123.806,24.073,114.806,23.909,148.722,24.018,96.389,23.964,148.792,24.018,154.708,24.073,149.139,23.964,150.597,24.073,103.847,24.018,153.667,23.964,119.819,24.018,110.181,24.018,118.611,23.909,130.139,24.073,96.097,23.909,189.653,24.073,108.111,24.073,161.875,24.018,118.958,24.073,135.111,23.964,147.569,24.073,121,24.073,151.333,24.073,147.931,23.964,142.264,24.018,134.986,24.073,149.472,23.964,140.264,24.073,147.389,24.128,146.222,23.964,163.472,24.073,162.931,24.073,128.514,24.018,135.139,24.018,133,24.073,144.75,24.018,157.319,24.128,132.222,24.073,135.569,24.073,112.139,24.128,150.903,24.018,119.542,24.128,159.833,24.073,141.542,23.964,118.028,24.018,129.028,24.073,134.625,24.018,144.667,23.909,134.472,24.018,131.431,24.018,124.389,24.018,153.222,24.073,128.819
24.11,7.5,24.055,144.431,24.055,145.597,24.22,115.931,24.22,122,24.055,146.153,24.165,136.639,24.22,108.833,24.22,151.861,24.11,131.139,24.276,160.458,24.165,105.111,24.276,155.486,24.11,72.875,24,113.861,23.891,132.583,24.11,155.694,24.055,145.528,24.165,132.917,24.11,86.806,24.22,156.486,24.11,104.125,24.11,128.125,24.165,107.417,24.11,138.264,24.11,141.944,24.165,155.944,24.11,165.375,24.165,158.833,24.276,154.278,24.22,151.333,24.11,131.083,24.22,140.222,24.055,150.222,24.165,167.708,24.165,143.528,24.11,152.389,24.055,158.792,24.055,160.25,24.165,157.75,24.11,172.667,24.055,137.444,24.11,137.167,24.276,133.958,24.22,126.25,24.165,114.486,24,150.875,24.11,81.667,24.055,151.556,24.11,159.361,24.165,145.917,24.055,154.597,24.165,104.681,24.11,152.736,24.055,127.458,24.11,103.361,24.11,109.431,24,119.625,24.165,100.681,24,182.542,24.165,114.931,24.165,153.611,24.11,122.736,24.165,129.792,24.055,152.75,24.165,134.806,24.165,159.861,24.165,151.778,24.055,140.861,24.11,135.194,24.165,147.722,24.055,138.125,24.165,140.681,24.22,141.833,24.055,161.181,24.165,168.514,24.165,144.042,24.11,135.972,24.11,135.708,24.165,147.222,24.11,164.792,24.22,131.75,24.165,135.333,24.165,115.236,24.22,159.042,24.11,129.264,24.22,161.778,24.165,137.194,24.055,122.847,24.11,138.986,24.165,139.25,24.11,150.153,24,133.75,24.11,129.722,24.11,128.111,24.11,153.611,24.165,127.694
24.201,7.958,24.146,136.431,24.146,150.653,24.312,117.903,24.312,131.458,24.146,149.236,24.256,142,24.312,111.667,24.312,152.944,24.201,128.472,24.368,159.111,24.256,96.819,24.368,155.306,24.201,76.5,24.091,109.236,23.982,141.542,24.201,153.153,24.146,141.931,24.256,128.056,24.201,83.278,24.312,156.458,24.201,104.972,24.201,126.042,24.256,111.083,24.201,137.611,24.201,137.611,24.256,155.792,24.201,167.028,24.256,148.306,24.368,148.5,24.312,142.042,24.201,139.583,24.312,137.833,24.146,148.833,24.256,162.944,24.256,146.014,24.201,149.458,24.146,161.556,24.146,166.389,24.256,155.681,24.201,177.833,24.146,120.5,24.201,138.847,24.368,134.611,24.312,123.181,24.256,123.931,24.091,142.125,24.201,72.722,24.146,151.417,24.201,161.375,24.256,148.25,24.146,153.556,24.256,106.139,24.201,137.569,24.146,132.264,24.201,102.903,24.201,117.083,24.091,124.597,24.256,114.194,24.091,177.125,24.256,111.875,24.256,145.611,24.201,122.486,24.256,137.292,24.146,152.417,24.256,149.361,24.256,158.917,24.256,152.972,24.146,143.861,24.201,133.944,24.256,155.264,24.146,141.458,24.256,138.792,24.312,135.847,24.146,177.431,24.256,164.486,24.256,141.028,24.201,134.306,24.201,129.069,24.256,143.472,24.201,161.403,24.312,130.333,24.256,138.181,24.256,122.708,24.312,161.319,24.201,132.556,24.312,164.208,24.256,126.444,24.146,134.764,24.201,141.167,24.256,136.875,24.201,152.306,24.091,139.694,24.201,129.556,24.201,126.528,24.201,146.667,24.256,126.944
24.292,7.486,24.237,131.264,24.237,160.625,24.404,111.236,24.404,144.611,24.237,148.819,24.348,149.903,24.404,119.681,24.404,145.264,24.292,131.861,24.46,153.375,24.348,104.417,24.46,145.347,24.292,78.931,24.182,110.236,24.072,134.875,24.292,157.653,24.237,133.111,24.348,122.403,24.292,85.833,24.404,156.042,24.292,106.667,24.292,133.708,24.348,115.5,24.292,141.903,24.292,136.444,24.348,156.694,24.292,165.611,24.348,140.222,24.46,151.764,24.404,125.639,24.292,137.917,24.404,135.167,24.237,147.694,24.348,150.722,24.348,139.403,24.292,151.472,24.237,158.458,24.237,170.069,24.348,158.361,24.292,172.986,24.237,111.5,24.292,138.708,24.46,137.125,24.404,115.278,24.348,132.694,24.182,129.125,24.292,76.278,24.237,146.347,24.292,163.139,24.348,143.639,24.237,150.514,24.348,96.153,24.292,129.806,24.237,143.458,24.292,104.847,24.292,122.264,24.182,126.917,24.348,128.931,24.182,183.833,24.348,112.972,24.348,144.056,24.292,114.556,24.348,144.722,24.237,153.181,24.348,153.639,24.348,163.403,24.348,152.153,24.237,137.639,24.292,129.556,24.348,157.931,24.237,141.222,24.348,146.417,24.404,140.944,24.237,181.944,24.348,155.708,24.348,130.375,24.292,134.181,24.292,131.931,24.348,131.5,24.292,148.792,24.404,135.306,24.348,146.819,24.348,123.972,24.404,158.014,24.292,132.764,24.404,164.5,24.348,125.806,24.237,148.292,24.292,140.028,24.348,134.208,24.292,146.833,24.182,147.931,24.292,125.792,24.292,129.681,24.292,137.208,24.348,123.472
24.384,7.458,24.328,130.222,24.328,158.556,24.495,100.361,24.495,157.597,24.328,143.542,24.439,153.472,24.495,129.056,24.495,142.125,24.384,129.569,24.552,148.306,24.439,112.306,24.552,129.056,24.384,83.361,24.273,114.514,24.163,119.111,24.384,162.333,24.328,133.639,24.439,118.194,24.384,89.569,24.495,152.583,24.384,104.347,24.384,144.472,24.439,114.708,24.384,141.667,24.384,138.764,24.439,151.403,24.384,158.722,24.439,144.833,24.552,150.708,24.495,125.083,24.384,136.722,24.495,139.792,24.328,149.569,24.439,145.125,24.439,129.347,24.384,154.208,24.328,157.444,24.328,168.847,24.439,165.653,24.384,164.917,24.328,126.056,24.384,140.208,24.552,129.306,24.495,117.25,24.439,130.653,24.273,119.986,24.384,79.611,24.328,143.986,24.384,153.056,24.439,142.167,24.328,149.347,24.439,94.583,24.384,134.069,24.328,148.389,24.384,106.528,24.384,124.75,24.273,121.653,24.439,140.889,24.273,185.667,24.439,110.778,24.439,143.208,24.384,111.667,24.439,146.486,24.328,154.861,24.439,149.722,24.439,159.611,24.439,155.292,24.328,134.542,24.384,133.097,24.439,151.153,24.328,139.056,24.439,152,24.495,137.208,24.328,172.125,24.439,139.472,24.439,121.333,24.384,147.264,24.384,133.097,24.439,132.514,24.384,139.569,24.495,136.125,24.439,140.264,24.439,123.681,24.495,152.889,24.384,137.528,24.495,160.431,24.439,127.611,24.328,154.681,24.384,134.375,24.439,134.681,24.384,143.333,24.273,147.222,24.384,123.042,24.384,141.583,24.384,131.722,24.439,123.986
24.475,7.847,24.419,139.722,24.419,150.319,24.587,92.667,24.587,165.972,24.419,131.194,24.531,154.431,24.587,134.597,24.587,147.639,24.475,125.444,24.644,151.542,24.531,118.722,24.644,109.806,24.475,82.736,24.364,119.361,24.253,113.986,24.475,165.319,24.419,123.681,24.531,120.5,24.475,97.653,24.587,145.736,24.475,93.125,24.475,145.528,24.531,104.819,24.475,138.694,24.475,137.736,24.531,140.014,24.475,151.264,24.531,156.472,24.644,149.861,24.587,140.333,24.475,141.292,24.587,139.417,24.419,156.361,24.531,151.972,24.531,125.153,24.475,151.931,24.419,145.611,24.419,159.403,24.531,163.847,24.475,157.778,24.419,140.486,24.475,146.375,24.644,124.111,24.587,123.903,24.531,135.861,24.364,119.597,24.475,89.181,24.419,137.986,24.475,147.139,24.531,143.819,24.419,150.069,24.531,90.417,24.475,141.569,24.419,149.875,24.475,106.556,24.475,116.639,24.364,117.903,24.531,143.347,24.364,178.931,24.531,103.292,24.531,144.792,24.475,106.583,24.531,142.181,24.419,141.069,24.531,143.528,24.531,151.528,24.531,144,24.419,132.264,24.475,141.486,24.531,148.181,24.419,141.569,24.531,154.069,24.587,135.931,24.419,160.736,24.531,130.625,24.531,118.653,24.475,153.472,24.475,129.375,24.531,133.458,24.475,131.306,24.587,139.167,24.531,129.486,24.531,119.694,24.587,145.444,24.475,146.389,24.587,166.361,24.531,128.847,24.419,157.903,24.475,126.903,24.531,139.208,24.475,147.361,24.364,141.236,24.475,126.75,24.475,148.417,24.475,125.569,24.531,123.778
24.566,8.292,24.51,145.222,24.51,138.056,24.679,93.208,24.679,170.847,24.51,120.472,24.622,152.083,24.679,134.861,24.679,157.694,24.566,117.069,24.736,158.569,24.622,132.569,24.736,109.208,24.566,85.569,24.455,119.986,24.344,113.514,24.566,166.736,24.51,126.125,24.622,124.347,24.566,106.458,24.679,134.403,24.566,81.431,24.566,140.014,24.622,96.944,24.566,137.139,24.566,139.569,24.622,135.194,24.566,152.792,24.622,161.528,24.736,151.278,24.679,152.764,24.566,143,24.679,138.097,24.51,166.111,24.622,153.403,24.622,134.417,24.566,159.903,24.51,135.097,24.51,158.375,24.622,155.736,24.566,153.694,24.51,144.889,24.566,154.708,24.736,126.444,24.679,127.056,24.622,136.958,24.455,121.875,24.566,101.986,24.51,142.069,24.566,153.736,24.622,147.181,24.51,147,24.622,89.639,24.566,151.486,24.51,143.5,24.566,112.903,24.566,111.528,24.455,119.861,24.622,140.694,24.455,177.306,24.622,97.431,24.622,149.083,24.566,109.25,24.622,148.069,24.51,130.097,24.622,130.833,24.622,151.889,24.622,130.778,24.51,129.75,24.566,148.292,24.622,145.361,24.51,143.181,24.622,149.417,24.679,140.819,24.51,156.458,24.622,133.708,24.622,122.347,24.566,147.833,24.566,126.833,24.622,141.472,24.566,126.625,24.679,137.569,24.622,130.417,24.622,121.75,24.679,142.75,24.566,147.014,24.679,165.028,24.622,137.458,24.51,154.236,24.566,123.347,24.622,140.264,24.566,143.444,24.455,137.514,24.566,128.778,24.566,147.833,24.566,123.958,24.622,122.75
24.658,8.306,24.601,146.625,24.601,140,24.771,92.292,24.771,157.139,24.601,123.333,24.714,154.292,24.771,142.625,24.771,157.653,24.658,107.375,24.828,161.514,24.714,129.486,24.828,113.5,24.658,79.417,24.545,117,24.434,113.986,24.658,169.236,24.601,129.667,24.714,136.514,24.658,99.444,24.771,126.472,24.658,87.625,24.658,131.306,24.714,95.958,24.658,138.75,24.658,144.042,24.714,137.111,24.658,151.569,24.714,166.014,24.828,153.347,24.771,156.986,24.658,147.569,24.771,137.569,24.601,163.278,24.714,144.764,24.714,150.764,24.658,160.917,24.601,132.014,24.601,164.944,24.714,150.014,24.658,151.194,24.601,148.819,24.658,160.417,24.828,135.222,24.771,134.847,24.714,135.375,24.545,132.625,24.658,111.639,24.601,146.222,24.658,153.833,24.714,143.139,24.601,144.569,24.714,89.639,24.658,145.722,24.601,133.056,24.658,118.569,24.658,116.986,24.545,122.667,24.714,135.694,24.545,180.75,24.714,95.681,24.714,160.514,24.658,123.389,24.714,152.917,24.601,136.347,24.714,120.347,24.714,144.972,24.714,139.125,24.601,125.736,24.658,147.264,24.714,148.042,24.601,150.611,24.714,138.875,24.771,147.319,24.601,158.736,24.714,143.722,24.714,135.528,24.658,144.25,24.658,124.875,24.714,153.125,24.658,136.028,24.771,124.778,24.714,143.431,24.714,125.944,24.771,148.875,24.658,142.333,24.771,160,24.714,143.806,24.601,145.514,24.658,128.014,24.714,131.611,24.658,141.569,24.545,143.556,24.658,124.375,24.658,144.833,24.658,124.417,24.714,125
